
0.0,1603422299.4027653,1678322825.9964654,1823582654.372762,1789742536.1742206,1797545271.4760017,1767527132.1443393,1775949183.5140007,1744237510.6900237,1730928773.3911436,1991298991.0913606,1620809440.0549712,1852710760.4312665,1759538596.8419614,1761396268.9251442,1813084691.4419694,1851935294.8255723,1620532298.2151866,1833581049.6498652,1693631659.210987,1721433808.6097515,1780780902.4659529,1755014137.7524366,1747248202.2343307,1843138288.290628,1761094706.3476856,1738555094.417683,1651626155.1322322,1882746727.0068896,1596935596.3047454
1.0,1632174273.7696652,1705918238.6154797,1823914409.558611,1794098233.328078,1772128682.232984,1765087456.935658,1771754324.0261376,1772097553.8695846,1760011938.5049696,1999662579.5742943,1661948265.4430518,1840244057.271033,1765640398.0647123,1756318169.8771014,1816421139.5034423,1862679727.8746083,1620554610.485679,1823332251.4114935,1712517713.0433235,1726513582.3992825,1852856560.2187455,1741998125.7717094,1737719051.6079905,1834437782.6265616,1783307588.3128102,1737888750.2646103,1684645311.0525703,1888580090.6654973,1627857692.6714323
2.0,1369908902.1905892,1407857249.30695,1568826940.1530697,1519888006.92361,1495784648.7512403,1489285715.1246831,1470344602.82731,1496823395.2636592,1488137484.311466,1686611512.6152987,1384819989.849115,1576545961.5922256,1463509102.355277,1518490185.8897777,1521538443.6819131,1562722350.2228856,1346396641.8407512,1547684609.6020143,1398323830.3016827,1450306533.4303784,1567221958.5770617,1468755112.41861,1463625862.9216285,1536760853.315803,1496008089.6922681,1443459860.4660163,1406723864.1200724,1608497458.4075198,1365772551.8329146
3.0,1256213248.3891277,1308634123.9153004,1429908069.904585,1417163877.620052,1361633825.3090148,1397248386.7602818,1381688936.4821055,1410444288.063583,1388105165.4298348,1580515568.9443202,1270966002.6127017,1436738005.3401048,1344076342.971511,1420313584.6233006,1365960545.7618437,1470019723.191937,1243654967.6744347,1424003636.5788398,1320991429.3836992,1336771482.4509997,1463904102.0799131,1371769197.149855,1363544263.5332258,1419308761.732664,1398731124.4953368,1345294706.0381522,1313374996.0419526,1532003730.5914972,1266400383.1436877
4.0,1188050024.140102,1208047180.3025517,1346307313.6435351,1348595391.8973634,1270938548.762628,1295187430.7290154,1285984686.9088235,1318133967.8639524,1309927372.3924553,1446355326.5050054,1204522214.070684,1304781958.5744348,1264762668.3310206,1359168894.5015252,1272069012.2729197,1364221271.9017608,1147655559.3141954,1342713917.4549117,1219414806.8657475,1277923563.7295845,1364674920.6375341,1278144245.9888368,1272994885.704813,1323067398.5509746,1295220135.8319478,1234049571.803483,1213847147.5945053,1453923755.22828,1177108545.9081185
5.0,1100219427.196128,1137479833.4592323,1228257659.43919,1265930012.0980346,1206014496.6053188,1210306705.8667479,1215723076.393371,1230606846.259182,1233656891.9474914,1341640146.7900188,1109741708.1899753,1184320176.4073787,1165073254.889414,1297407007.0158615,1188228784.599123,1276888174.5822926,1064454538.69837,1243558537.1214108,1162810628.8435345,1200592625.7235532,1299427080.3837745,1221254844.8693275,1198827597.5225518,1245477570.413714,1244147725.2566092,1161482481.7137122,1153473726.7639196,1384641815.066855,1078692526.5041916
6.0,1046559359.030617,1062671287.5959202,1129574817.0771585,1162287629.0174425,1134187931.6796951,1139922641.503051,1129400058.0256367,1155989708.5470634,1170928620.7462301,1259184140.1854124,1050838126.2462137,1106584958.5731359,1093970223.5460482,1182267108.0217154,1120471732.353144,1183847064.4008067,994452078.894254,1190331528.3931108,1090150113.6008513,1139879354.789217,1230582712.8496008,1136058128.0347497,1148148080.850954,1165677698.392026,1159786404.867985,1087367149.703594,1096228733.0775852,1299037759.4233682,1005959968.354763
7.0,997975144.0369095,989290937.7229507,1072001099.7644441,1072656093.1676898,1069783774.6449045,1071976130.6372893,1074176162.1857972,1110881482.2022858,1092123380.7661338,1174935651.2313695,990784850.1791315,1040810482.0061928,1027526659.7760315,1113542552.7081914,1078655942.6463628,1101655211.919828,965052828.9872854,1116382030.0606809,1017508144.3845682,1086163130.5044866,1152580892.797739,1061079385.517586,1078780015.6218383,1074282683.6907587,1094612667.181579,1017470364.073893,1020372457.6511755,1200862314.580976,932207240.0735905
8.0,930292395.3620449,921772887.080959,1003969177.4160272,1021276232.428682,1009835091.0334908,1017659756.2458671,994270835.1298825,1034230022.4039981,1024457034.3996738,1089729787.9064622,930311411.6859894,956135060.5514243,984626021.8506064,1048690089.7690974,998083728.5864265,1044374057.6407598,914036138.3502042,1032110325.6657865,944265494.0347004,1003191325.4017745,1060217594.8816452,977596614.5283115,1009647979.8104545,1018240810.9672389,992204884.0602586,958576885.1948979,970136086.4773432,1110083495.9618206,874644764.3320497
9.0,867570482.8795623,857452622.2669448,943457952.1267116,970309313.4022996,960425850.2092849,966522867.9065647,922689033.3895602,979972682.5900495,960406827.1508561,1018874231.8343463,886192759.1773143,904068311.0585207,928778151.2768613,989760578.4206752,955060583.3013389,978146828.6776536,869015352.8130535,965633826.0865526,890552919.551341,947874937.6483867,1000208797.2741919,920100650.7428639,954113834.2599272,970957194.3848954,937145542.8102734,909995508.582821,906034092.4034815,1048041388.4706191,821858431.487774
10.0,814340771.0184988,822030083.6074618,891589614.3210247,901470847.6199667,906316815.4595256,910330140.5784979,873431620.713909,916211103.5975305,899107181.0692784,946009135.6088206,831283520.1794381,864979013.4127913,878368371.7076092,933794556.3922198,883077499.076924,914285630.8500707,827500183.1250196,906015704.3890097,844320337.7269754,901986524.8644898,949189941.8596095,854742934.9076345,893768441.1977288,925211946.6164421,878923202.7133738,863002813.9790443,853613270.2198106,989952053.0759703,784212327.8969005
11.0,784748195.4868611,779276343.8646775,848685513.4841049,848141649.0509975,854993192.7244487,833389563.1641908,838185238.2467364,870396649.4431641,833052135.3921406,905629090.2741518,786420597.4851043,820117979.4778206,839913446.2080576,860868341.4352721,835244600.5268673,843999357.9240173,786510061.3924487,851957828.0905342,786410189.280598,840149079.5183766,903241538.735121,814413566.2634625,850682254.2630414,872061188.0264693,821419070.6872458,822864905.011656,807641703.9977921,930697721.9942286,741146124.3834056
12.0,741294290.3077344,723159884.5546355,793738759.3895383,788108190.4015304,801233358.6397512,787633002.8235441,791578708.4399647,830548760.7040787,794126411.8464823,841986196.6010407,757738489.3393734,772312638.6461283,789820326.2853495,801670914.4788941,790805148.6919675,794718611.2693789,763310939.046679,812569383.3199928,743595089.9991069,791386926.8743868,851337332.4481338,785303120.3994136,790084654.431911,818424326.8689733,770736955.5989966,779760448.0570672,766765247.2347313,883550670.5268782,690408747.2882293
13.0,703112553.4019046,679663276.3452269,742044699.798528,742350588.1797006,760642869.6845144,737817688.299159,738316761.9046865,791412559.8752689,735393554.0885841,792065027.2473431,721082064.1673021,734788831.3542219,752230994.9847412,753391953.2210742,751731773.2580515,738241050.1835213,716442921.0840342,752386398.0657698,695130566.5409677,740368464.6248587,786938351.0035913,748210020.615291,737079594.8698776,766804644.0700989,722303156.6887475,732567909.6727104,725852708.5074025,826319832.7889273,660416661.1146618
14.0,677847232.5454177,641774344.7445525,698744119.1280298,712828942.8453043,703763688.0377047,698470401.5867916,718020365.3040036,743090383.6048503,686786313.4939654,749972109.5881095,679984290.7779735,703679882.2162892,707698503.2907588,707000178.922027,713877586.214716,697925788.600419,691021010.0768518,689670267.5619587,647904007.3264239,696291421.9453068,748577082.2678528,700898969.1073241,694957668.8397804,708181079.1370659,677342859.6871885,692078342.2035866,668090871.1117129,775365368.2393647,631382601.5034972
