0.0,-34697065.79403724,-34246813.97448808,-34042000.78051131,-33594684.44011222,-33985099.76622709,-33848036.90917811,-34650374.49364913,-33644089.1379716,-34991058.372195534,-33993072.34175626,-33719844.598338224,-34158112.14120349,-34074111.93884475,-34237229.34861314,-34861475.977906875,-34813108.74756332,-34404307.970783725,-34242329.819954574,-34705273.57535183,-34639805.97472757,-33334874.673888113,-33866525.59724951,-34011724.78055746,-34466560.861543804,-34211066.812968574,-34291271.70065794,-33862882.174635984,-34160743.48312726,-35055391.00757777,-34432092.02131358
1.0,21025204.7684704,21235609.913109872,21115100.927114468,20770433.578856442,21417421.507667087,20832263.26391007,21213874.617640767,20979544.3803625,20976329.368032597,21075480.037075207,21213365.9308017,20871934.145449374,21675202.460046258,21334405.967984624,21091136.94108475,21340622.906623907,21150981.593176354,21336414.315220006,20912231.30574561,21417272.921290834,20844419.45076491,21358330.24652624,21289097.46355127,21358571.931991328,21317387.744359873,21700705.772905685,20093894.845347956,21161095.291991606,21479300.158416025,21001881.004499905
2.0,3918118.7164829103,3866695.0843848325,3911506.545142968,3864619.6995793986,3907724.9588809325,3784930.8167500924,3754321.4662708975,3839071.2043695054,3719577.0439137146,3960149.4991680663,3895871.9117793287,3860654.1429789453,3917040.3479641485,3905564.8933210755,3987288.8107061284,3882575.08670899,3870310.5701782806,3760019.3025758667,3878703.0879179104,3799295.118180804,3653377.1514653615,3870474.9132414833,3835538.191975384,3872430.6254645083,3911938.9727760907,3987932.1038219472,3771991.32151529,3779384.6363943093,3801174.0477201347,4053018.038865952
3.0,1671136.2684054691,1673541.2130053362,1677057.2169505882,1656666.030594591,1698282.6553865958,1642057.1627424827,1672302.3347781573,1709208.813583152,1542801.3740810796,1702746.2033420189,1654644.9169957647,1727256.437509893,1737525.1242671194,1678274.1530291755,1628488.2374308824,1702440.3258001434,1676314.5566005672,1681378.2097044804,1612969.4286516628,1698277.8742553336,1554984.9723961798,1644420.4269730307,1721469.6325272645,1670637.3047610247,1707823.7673231405,1726946.9618853834,1567339.6608899992,1655603.8951894005,1727260.676645502,1786882.4956874961
4.0,704462.5513637449,741507.5265388418,733605.3953136501,724830.9752549103,711778.564659946,781672.3574185143,669500.8799480718,731527.3125089846,640354.698933222,748104.5913774439,703645.012888061,736380.3969454269,774356.4596951249,759242.880083225,700517.6051338102,749698.2244027411,689950.0840793431,708688.613739243,712410.4788916127,729324.59390199,704108.6056733523,725581.0388973398,729678.8749453195,689646.4492286653,781559.4076692527,713785.1500134196,681016.8007409797,710518.6730472905,725880.8311834367,763394.2627593577
5.0,361648.6902140714,339871.2884601661,345795.402949036,334885.6034654974,318200.8248082192,364710.43434769486,321111.38284471974,344824.65795986983,292919.22710079415,304848.8552596301,318162.1786036269,374482.1417259942,340147.2139753452,307131.6697973309,343538.4823810958,327050.2344298929,359104.11887667445,352383.6355707071,298184.7188559212,338099.46858204796,372093.8768083549,326276.82880468515,335197.23622781306,338769.3687390466,367284.55909570865,379654.1312934522,321843.12813604384,311728.0803440035,386717.3154553505,336365.4855539604
6.0,192258.84408706243,96465.59508604824,175612.1003553405,155747.2611643549,186371.15149159922,191280.96647672175,152133.7357572941,125031.4718576047,139819.38253209819,163004.47292908136,164029.59049566704,194302.18208901715,164632.58046900824,139223.0962117442,140185.36131587392,142143.59520706377,140423.28008603535,158552.47465750424,173026.29906171246,142108.7443152809,170094.62080054096,166647.38440871693,157558.9157181054,193178.48086728365,206079.40310593997,176555.292309726,172349.50999930192,147429.53775496088,190490.64698265106,170937.33479344656
7.0,91041.36379885043,61619.468342576554,93860.0903560248,46912.184394195116,104345.21162430666,107030.54229735633,79724.32504872112,55594.357324474855,70813.0841715821,75018.61522676724,78472.98175821999,102975.6103566162,55061.57618527903,69110.59351129724,86902.76806391892,87967.09747841177,74820.15903071674,74724.48510351138,63177.69765068574,54380.28864662916,75545.94596336497,76001.50535518507,87940.13685479084,80443.56104616512,148891.04353845632,89774.75033564141,86214.21623281245,71648.67364523528,165940.942077683,82604.71134728861
8.0,40719.64897209229,57015.501569837754,42841.89779231326,22906.011547622315,24171.747936994067,83470.35949753509,22907.9380534964,29613.50719582801,51184.19393797067,-5533.567202749822,17822.18356065213,75529.34194495254,37878.857193193915,30961.483123625414,42132.66355152175,38919.12300783979,49946.694929523044,49965.60887339089,6516.613757187407,22838.457556419093,47477.30234027881,43186.075436753345,51917.12930294509,44389.40254814725,61627.954554478696,61402.987210074396,56484.21383030635,33310.458346689535,66073.04217118787,38547.62671223821
9.0,23644.015018682843,42395.31678215504,35865.965760380626,5439.171784161701,25889.53824739816,53071.84390913497,16619.85767249225,29179.565809342537,29821.5349530172,19148.514504106563,3247.7926409948404,30394.843499268125,8917.677407447823,19311.252359299448,55021.58873949685,-262.34627936766765,35073.65975133589,23629.918479669668,-32552.54833267637,2837.3184865127005,2121.2262444676135,29921.963873844736,46892.2481913587,1067.7493186358806,40385.029866512086,32625.81396822613,24993.03476081238,30344.1403137932,25578.13190710624,39923.64140290952
10.0,26550.15575098012,25536.228531008022,24076.98790126457,-19353.82151463684,24573.112309186527,25595.72917068918,3340.237832451642,18045.339846760384,14865.120396175837,2447.425411394378,-14825.742164325187,29947.148828689307,-2590.475631425175,-8303.135983760081,27936.127700110723,-3676.5328837084317,7067.471794316603,14957.316289725535,9947.41642298278,-385.8449875837264,-211.09076402938652,6016.7935378984475,36305.81923528047,9580.877150713735,23756.341917032514,38541.50461969175,1090.9913619806707,8996.187579988504,10598.222263268091,22968.019477996226
11.0,-169.29563423756917,2818.0707297756658,5651.84903183869,-19406.132880798137,20361.065763163722,325.72613765387905,-5889.610759821383,1084.7832970246109,19246.489957080485,-9231.970820297178,-18031.133689489514,13143.120090686658,-14236.087970286142,-2279.006193736392,22688.884733108625,-8851.693554551146,8929.3820498825,15268.116038258688,-6130.531914240466,12419.07901090236,-3121.036810946224,7116.935043421084,3753.2078041908585,-18325.961265689817,28038.446431337827,-3579.277720562803,6341.153624279304,8030.880084556533,-2312.227065745535,35310.58830568012
12.0,-93.63061847030758,7264.5224932984265,-11862.705208843565,-28268.16423718872,17422.796319098492,4727.482722062101,-1357.9281241445228,5987.991291686165,24823.480729314462,-7010.712669510079,-23033.90538613445,29831.221376985337,-7570.176585541249,307.8839676934415,6848.83923763489,-1825.124819492642,9812.008667270069,295.0590946984604,9754.734757936023,26412.756881580644,14983.33764519573,1718.8882400189486,21550.108064248565,-7912.509092479164,15889.159316526593,5453.120289852692,9372.1293027509,-1158.455130884958,-2257.4763659995183,26310.513704447378
13.0,10310.215859118936,20718.954973329557,-11708.131930062345,-12288.837016142628,6228.495586094477,20530.96339912732,-4611.790425444209,4711.304822442751,19915.710686671093,-4568.992785065236,-14325.50623838682,25286.061192457324,6262.216245421353,2337.460663487147,-4802.735773835528,-14509.091958759693,6996.899868100727,7052.014169379145,9676.059853513192,14798.267970623192,3860.013522288446,10577.736871638623,6734.4766611272535,7272.69227261462,4042.308321172128,-8582.815980171488,7865.757056318656,-2984.7928109610066,-16661.82970380854,18870.599214301175
