0.0,787722136.9790692,850207012.5079619,909131049.5184505,886811551.1676,889995243.35311,886485857.4111931,885543839.819867,878214374.7584782,862792563.9380578,962531911.0567099,820084539.9429054,917490902.6761189,865588769.2718968,874116566.551958,909018823.8938444,907090191.4101641,808588326.1735064,896187528.43927,828753642.6002641,840899065.6796975,873905945.1242316,888077425.5278105,861772305.0288312,887672781.8484523,866852119.9248956,873481993.9269707,823748933.8724736,948106305.617151,820700955.5120862
1.0,824319847.0664694,878864102.9671894,921648465.9530805,916305211.418474,892337733.5343461,908056440.4084524,903447778.297348,911168237.6577401,892497740.415494,982816457.4284816,864789985.7097931,929436661.0012711,889697069.9800297,887480096.7773482,930855723.3568147,937232015.9844899,828253390.5811787,914364182.5143728,862214494.8800457,860238689.7743948,930876344.2138194,901715300.4552362,878991392.5071208,913643110.1502837,898188998.0056194,883593334.0079421,862978686.9300777,963077538.4393845,858297964.2158643
2.0,585621515.2007681,622552804.3936666,689861203.1003926,668035214.802999,650250480.6930771,651641635.1272138,646118491.4334866,670337600.3292423,650460873.2623407,715610268.1991872,615008214.6341714,689131070.2693925,638673052.0980234,662846659.2286856,669834108.8252074,677341667.3393718,589139242.2056506,670467101.9044687,593817541.7854191,613922850.0827857,677303970.2687404,655491611.3416939,632895040.7580132,642549472.9691098,642581013.1392591,629869394.9520979,611318539.9871588,709255402.6278865,617290809.6174264
3.0,494972768.06805146,536815665.00328755,585171592.1666212,578544767.0657405,545226246.4013394,572245127.6754172,570703220.756026,594100513.8063136,565663983.0735976,626455928.0957997,519748357.18810296,584018287.9655061,546473865.1630185,576243340.653007,557406493.0519354,592795443.1800045,501350762.790512,576945780.928802,519881858.9698216,520501938.4661196,586447034.6508007,574307582.725487,550450636.792171,547479034.198616,563918189.1055133,545044538.1372484,529564785.7716243,638411496.691369,533907575.76073194
4.0,441315184.59938765,463230539.317661,517511853.40596586,519311801.5566319,472828560.9322682,493910371.7642632,498055166.7547873,518654638.22461313,498655804.83849776,538226597.1330143,460545466.3348365,497143022.65210474,482921047.0403125,519673498.5131236,483520159.57151717,515472264.10431015,433665044.6431236,510668740.2013587,442263450.30881405,467013323.0029571,511932239.90753025,501321704.12701875,479017568.9866996,475070125.9839389,488415785.2256167,463882798.374751,458406666.1030927,568109345.4415776,461937297.9127344
5.0,384861756.7935451,413206015.4989842,446601331.3853974,455876698.5405324,424760778.6859759,434295218.22816443,445416229.6610714,455544756.54445434,443783830.16482514,471997595.5289409,397244209.9245902,426497041.5047771,422250455.57605827,470298923.6052381,420590890.3966007,451622613.7446486,377847913.12599474,448440271.4848981,394809013.52419144,413531653.0668563,458571751.82945055,452883411.6347552,422942308.2244042,421009928.461831,448036250.44821054,410930356.64304864,403703349.2979109,518404073.41654146,396708185.32052803
6.0,344192585.5190333,360888685.8531425,386444696.6653491,395530627.23546135,374452936.38723457,387159391.54958785,390104759.97234535,404449503.6405776,395668871.2790963,414067858.8159298,353386282.3516507,375542934.38680553,369368227.99182236,403328282.44277287,374028772.1460617,390912161.53339297,332020390.80967057,412110008.06879663,348217455.94097793,367855371.18695855,409182649.65988797,392349204.0925147,379349368.79679346,372266959.5584822,392536432.9365744,358293012.67888284,358171686.021206,458578055.81822425,347364871.61347115
7.0,310093474.9015956,314796388.8249679,346539592.1467289,342127616.9411891,332100827.4285584,345333403.8052305,351145001.56673497,370051363.26857805,346193274.1587301,363897832.6543766,315272116.88852906,332875782.1051924,327782394.5348679,359814791.5050035,340401580.0755958,342303135.1119995,305465565.065891,358854859.1987412,307094195.36012864,332185812.13839316,361200198.7043484,346111592.4562262,332902112.82169604,320563930.4031073,350944965.225378,316223825.44664544,316809173.0703924,400898781.57636875,306148902.30849856
8.0,270499920.1016058,276501654.49461716,301028147.9580674,310306777.1857906,295137391.9974359,311186634.4568597,306762909.75178415,327276617.0361426,305641142.434568,318663684.2883497,277104173.2293336,291733597.41000587,297473558.140047,319854606.4577184,297456558.4016586,304598925.1700144,274933562.4916345,313855400.7292741,271425472.88456506,287230535.84762156,312976351.38045174,299149587.7381525,295822344.21307987,290549872.39356863,297484467.9787985,278558790.9729377,285486502.8440429,349871943.09374714,273681855.435799
9.0,236454818.2559505,238803496.71970257,265762998.16955715,279806626.8666066,264687424.71943736,280932205.7202241,269592629.95958334,295211396.6889705,268168462.09628883,276247297.7767632,252158548.5931512,259754661.1750181,263439362.7977816,286089051.3892131,267615108.75646394,268927085.16477156,247747889.41594037,276988176.9246323,243724652.7947106,254887811.9127875,276741623.4204566,264885709.02124298,262754305.11407146,264287836.88243806,266755799.9605134,247434748.98731372,250311191.43207934,312573851.6651717,242333540.7024417
10.0,209569323.89842516,217610738.69266713,239707829.98097152,243269267.01870766,236937932.44114837,250684918.1778853,243268537.63263297,261306111.18449938,240460923.56681564,243400348.47888413,222118079.68625697,234090577.26447386,235107406.6119522,255788866.4765711,233042725.58160758,237564255.98549736,223364623.6646867,242059061.5178138,219404835.23014945,227592762.4819031,250193482.61157486,231708568.8219309,229108968.70760804,243040530.35636327,238057690.6016827,220971160.67161804,224406206.46949932,281783710.8135645,219168938.5490694
11.0,189321643.5973821,194977675.15339467,214131390.07605034,218055856.66567606,209158668.3865931,215798556.46797305,219294190.1078871,234293226.6055075,211862367.5054987,219653182.95978618,198801879.27387518,213154759.53118685,213033580.3547809,222325017.8479234,207548700.05054224,205392905.86349556,200150586.6722107,214015541.59088272,194966176.55909583,201666340.74133974,224690021.8116122,209418454.91661102,206667114.79105517,218431297.23662335,214515575.27583575,201831038.6771807,200397216.61930838,249697961.16006806,195970716.27303877
12.0,168432444.6836453,172283140.34122473,190997434.2473517,190788671.27322572,187027608.4568814,192592146.3846335,197377869.20457634,211307144.23519835,191331377.74960196,194555892.13866752,184530597.47768438,189412666.77301455,189360071.5444109,194885323.70491862,188536578.29755536,180034200.63984427,183661371.26460448,193719037.38038835,176228528.48907295,179099418.66497076,203028919.48618466,188807049.13853952,182551664.24346542,195447187.90747297,191145842.88473204,179811895.16088384,181568574.68691814,222334175.29881412,173619178.76734605
13.0,149477529.80738056,154045058.4068638,170166812.32289165,167346619.26535618,167716729.24661162,168988817.86464012,173386400.24268824,191588394.47339174,169108260.52921957,175245233.96403152,165559999.15714836,167780525.14704996,171855016.76612794,174511641.81705046,170913640.39889666,157293684.2452226,162690580.6650806,169043328.0880559,157142931.50560892,157513892.14864075,178122922.6336782,171104931.6808877,158800547.26867938,175521720.34672818,168573360.18346858,160504187.83731976,162380408.36928737,197047001.70362267,158291275.64397472
14.0,136961321.18303266,139257279.55941504,149578365.88039473,151726373.81423885,148074507.99020445,152563182.31566674,159620250.74392337,170246529.9886592,148276882.91606727,157086703.5702527,151461920.57388335,151248869.0625852,154745626.47350663,153060813.02026105,152252702.55772036,138780876.4830284,149938498.71651787,146150164.38408005,138147909.33392778,139041985.28500986,160647708.85321552,150427849.40218055,145598826.41623193,154757963.23840383,148986122.75298885,144873560.40841356,139900127.60059822,175293398.21250582,144527273.9737949
