0.0,-9575931.824261295,-9349339.064993002,-9109328.070525441,-8924457.016623186,-9148118.155149417,-9037357.017600866,-9492295.395681573,-8962739.447431913,-9640724.85516426,-9051521.39071171,-9029224.583724076,-9222413.040508235,-9141915.28707029,-9325300.071482942,-9653687.33943215,-9652080.41363973,-9309873.740949458,-9272864.070516411,-9491120.482794544,-9534471.069629377,-8765329.388190223,-9133546.60130786,-9140431.900632614,-9495970.963962663,-9270451.439028004,-9263459.246397603,-9209361.703516506,-9370035.973951284,-9737640.638361266,-9405437.08272298
1.0,11196186.300992,11331756.2098277,11343398.975631109,10975475.075804794,11385505.711675012,11090369.552152714,11282571.499580976,11133350.546143629,11183143.081577238,11213245.710660113,11270793.143813977,11064678.761950422,11584121.68748791,11368834.408303795,11229882.504511023,11331152.151436778,11222440.605271619,11354926.368384004,11083983.955163162,11383512.587041901,11052273.719164789,11343190.172643535,11278886.889292173,11382700.911171332,11285985.610888649,11572139.823812047,10694388.937068248,11266348.276545,11445933.653612193,11196946.884136856
2.0,2625052.5940316864,2585048.828099752,2690954.476895515,2574840.5460265423,2625005.3536170535,2535204.0021629473,2531565.8113517906,2581752.2133330675,2528360.2888955334,2685420.482870575,2587189.3689739453,2536684.6768520502,2627756.092062555,2640461.841195171,2672038.5123148365,2567820.139877212,2564272.711746757,2492536.7502272986,2586132.508072895,2525252.373362827,2446192.391941761,2581132.4174649487,2561157.0902490513,2549359.730213999,2618002.6469949586,2684204.8351824987,2527924.881367038,2527196.7668899237,2576965.602688585,2737030.551558622
3.0,1259611.48063925,1239236.1371753658,1287937.048420988,1234179.225394363,1259339.4809745548,1204123.9978041397,1253030.065393895,1287243.2924331098,1168775.8631001185,1291721.3531152054,1242908.5192245175,1268528.2404151435,1280097.9877160303,1236619.4957736095,1210477.6100402114,1251656.2187720558,1231721.271796185,1254529.5282458519,1198635.634973179,1231687.5135041305,1151642.895830574,1225570.0171066169,1255337.8666520698,1241122.7904796486,1251469.076447865,1278420.5724218637,1191722.367526923,1215813.543067363,1271136.0738111832,1346633.681530167
4.0,611789.1086854924,640583.9791749358,641406.8137261602,600632.8244343883,615952.6980423655,630952.5419370632,589690.9287862782,632615.2111566674,586774.0835160138,646455.8438457085,602709.1606407312,599071.2590676614,631960.4830171051,626513.4362043807,593344.1450225549,607724.170553737,575196.9050012786,584894.2319258101,572897.0777883519,570141.3635107398,605172.673725004,607314.2996220653,597438.3529681322,588888.3136621331,633576.0193335918,574436.259495844,577806.2961687443,587469.154931205,588629.1143516074,662012.899953393
5.0,341461.380453629,336237.39886575274,324416.8319111055,317570.18666581693,318290.14345097274,319162.77043165563,305546.5182824284,330940.8734794899,268522.7543502588,283151.18068326125,305207.1566115492,326142.5314555674,299369.203008396,291489.10941271496,302247.1615103665,294635.1160943189,314253.22706682887,308201.56693725765,263795.4683222703,294046.30708881037,354451.6934874052,318628.9292018659,288838.2428943066,302400.0675230509,321019.48380627256,331881.1041468302,304344.8706388548,294310.1416309318,331698.82720551325,335460.6527372927
6.0,190466.165295538,128368.126271378,183663.68976095694,165287.09178886167,194915.68524649733,177768.4768184328,158271.20783750014,141423.6996249417,165040.42928861268,152421.0195429977,168131.72791783614,176547.49495424275,142578.2260243045,152188.0487638106,141339.6186380241,151278.75549427897,147245.92017798725,156120.44741511976,152483.6640764734,128562.00684355515,212627.29761194452,170169.8363869935,141621.84869004862,187929.25903861274,182011.41485142414,160217.47884426676,153092.3120789913,164463.89376580543,155910.33309965138,203373.35094627412
7.0,107853.85586055258,70642.87480780156,116503.83947658213,68212.1661367931,110253.50159904988,102920.98677586217,84980.82194719155,63101.71689493643,95122.87497513782,89035.43728301184,93917.1720896658,84970.76634768225,43197.26403076599,70785.17057482092,98045.45245052244,84274.54832863624,78424.25695285053,82905.44064061853,67206.16245240596,75776.1245291201,111812.41368013751,83933.78052534988,65535.96513761365,85369.71000081104,100752.84150384937,80453.39099816493,101114.3067580343,90896.24676044188,133707.12257360487,120166.16799617383
8.0,66255.28294297808,47589.23014492909,60744.18255482639,50790.70304101592,57382.531103670444,65810.68539173016,44177.59255448792,44348.519410008936,70388.11218630802,19709.64653281132,38305.459245671875,48384.74740641248,27475.551300394585,48567.51548949677,52778.56169589961,40503.83181095207,51076.893722187175,49006.60277759637,26999.781761917402,11033.894895256035,69438.45949384756,52789.56259678804,41543.41845447048,50386.76085931824,39875.83244326437,39698.85134393941,61427.02448787788,49244.929086050004,49277.139880112285,53755.774428298995
9.0,42903.16186920558,38004.78694933599,55789.08410720593,27269.464107467553,46586.89954614554,52998.27522354512,33818.468645881025,30057.207285300185,45458.12335084986,35507.29069328975,9379.598131564866,32061.6803467828,6929.264983908072,26083.64702094298,40726.09151416808,23981.85205660762,13205.912607071861,17398.912049394417,-4429.429595888441,16802.731604569828,16338.005618138075,28963.450489077437,41128.11452514128,18899.012187714143,31786.251012457054,8512.41557820587,33750.00193724869,27563.44884224147,21012.450500060026,39376.56446914946
